symbol,quoteType,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,isEsgPopulated,quoteSourceName,regularMarketOpen,averageDailyVolume3Month,regularMarketTime,volume24Hr,regularMarketDayHigh,shortName,averageDailyVolume10Day,longName,regularMarketChange,regularMarketPreviousClose,preMarketPrice,exchangeDataDelayedBy,toCurrency,postMarketChange,postMarketPrice,exchangeName,preMarketChange,circulatingSupply,regularMarketDayLow,priceHint,regularMarketPrice,regularMarketVolume,lastMarket,regularMarketSource,openInterest,marketState,underlyingSymbol,marketCap,volumeAllCurrencies,strikePrice,maxAge,fromCurrency,logo_url
NQ,MUTUALFUND,YHD,America/New_York,EDT,-14400000,us_market,False,Delayed Quote,,,1561759658,,,,,,,,,0,,,,YHD,,,,2,,,,DELAYED,,REGULAR,,,,,1,,
