Time,Open,High,Low,Close,Adj Close,Volume
2024-08-23 15:59:00-04:00,480.12,480.25,479.925,480.02,480.02,809891
2024-08-23 15:58:00-04:00,480.025,480.19,480.025,480.12,480.12,317366
2024-08-23 15:57:00-04:00,480.12,480.19,479.91,480.02,480.02,132443
2024-08-23 15:56:00-04:00,479.9401,480.129,479.7,480.11,480.11,178735
2024-08-23 15:55:00-04:00,480.35,480.54,479.835,479.89,479.89,379626
2024-08-23 15:54:00-04:00,479.8,480.43,479.7899,480.38,480.38,239015
2024-08-23 15:53:00-04:00,479.67,479.8399,479.6001,479.815,479.815,138883
2024-08-23 15:52:00-04:00,479.67,479.84,479.58,479.685,479.685,117890
2024-08-23 15:51:00-04:00,479.42,479.8353,479.42,479.7,479.7,128867
2024-08-23 15:50:00-04:00,479.38,479.62,479.0101,479.45,479.45,201416
2024-08-23 15:49:00-04:00,479.18,479.42,479.15,479.35,479.35,94940
2024-08-23 15:48:00-04:00,478.94,479.23,478.87,479.16,479.16,62921
2024-08-23 15:47:00-04:00,478.8,479.05,478.78,478.92,478.92,74697
2024-08-23 15:46:00-04:00,478.8863,478.94,478.66,478.77,478.77,67639
2024-08-23 15:45:00-04:00,479.04,479.06,478.51,478.9,478.9,106909
2024-08-23 15:44:00-04:00,479.21,479.29,479.03,479.05,479.05,45890
2024-08-23 15:43:00-04:00,479.31,479.35,479.1523,479.18,479.18,66821
2024-08-23 15:42:00-04:00,479.62,479.7,479.24,479.31,479.31,58333
2024-08-23 15:41:00-04:00,479.5499,479.73,479.47,479.6699,479.6699,52414
2024-08-23 15:40:00-04:00,479.45,479.59,479.39,479.55,479.55,50048
2024-08-23 15:39:00-04:00,479.55,479.57,479.25,479.45,479.45,46658
2024-08-23 15:38:00-04:00,479.59,479.7,479.52,479.53,479.53,33555
2024-08-23 15:37:00-04:00,479.605,479.7299,479.54,479.5802,479.5802,38062
2024-08-23 15:36:00-04:00,479.66,479.67,479.4,479.615,479.615,82198
2024-08-23 15:35:00-04:00,479.9,479.95,479.6201,479.66,479.66,55212
2024-08-23 15:34:00-04:00,479.99,479.9985,479.72,479.925,479.925,165186
2024-08-23 15:33:00-04:00,479.99,480.03,479.93,480.0,480.0,29147
2024-08-23 15:32:00-04:00,479.91,480.05,479.86,480.02,480.02,49905
2024-08-23 15:31:00-04:00,480.1277,480.1745,479.9,479.925,479.925,47689
2024-08-23 15:30:00-04:00,480.27,480.35,480.06,480.11,480.11,55964
2024-08-23 15:29:00-04:00,480.19,480.36,480.16,480.245,480.245,57231
2024-08-23 15:28:00-04:00,480.105,480.2548,480.03,480.21,480.21,136762
2024-08-23 15:27:00-04:00,480.03,480.19,480.03,480.11,480.11,33189
2024-08-23 15:26:00-04:00,480.01,480.145,479.97,480.02,480.02,36886
2024-08-23 15:25:00-04:00,480.075,480.12,480.0009,480.0009,480.0009,36541
2024-08-23 15:24:00-04:00,479.84,480.15,479.82,480.09,480.09,61323
2024-08-23 15:23:00-04:00,479.74,479.9,479.71,479.8583,479.8583,36895
2024-08-23 15:22:00-04:00,479.83,479.87,479.71,479.72,479.72,37158
2024-08-23 15:21:00-04:00,479.8501,479.96,479.82,479.82,479.82,39908
2024-08-23 15:20:00-04:00,479.85,480.03,479.84,479.855,479.855,169252
2024-08-23 15:19:00-04:00,479.69,479.89,479.69,479.855,479.855,47432
2024-08-23 15:18:00-04:00,479.6,479.71,479.57,479.7005,479.7005,26264
2024-08-23 15:17:00-04:00,479.54,479.66,479.51,479.61,479.61,30503
2024-08-23 15:16:00-04:00,479.57,479.73,479.47,479.55,479.55,44830
2024-08-23 15:15:00-04:00,479.77,479.7701,479.51,479.57,479.57,56529
2024-08-23 15:14:00-04:00,479.65,479.76,479.58,479.75,479.75,72781
2024-08-23 15:13:00-04:00,479.14,479.92,479.13,479.66,479.66,183197
2024-08-23 15:12:00-04:00,479.27,479.295,479.14,479.16,479.16,37322
2024-08-23 15:11:00-04:00,478.9497,479.41,478.93,479.27,479.27,83587
2024-08-23 15:10:00-04:00,478.865,479.01,478.85,478.9699,478.9699,49724
2024-08-23 15:09:00-04:00,478.63,478.85,478.63,478.84,478.84,45222
2024-08-23 15:08:00-04:00,478.51,478.72,478.51,478.65,478.65,29665
2024-08-23 15:07:00-04:00,478.56,478.6,478.47,478.5,478.5,21211
2024-08-23 15:06:00-04:00,478.6,478.6,478.38,478.53,478.53,34205
2024-08-23 15:05:00-04:00,478.3894,478.69,478.3894,478.6,478.6,60196
2024-08-23 15:04:00-04:00,478.42,478.44,478.3,478.4,478.4,54127
2024-08-23 15:03:00-04:00,478.36,478.41,478.33,478.4,478.4,105109
2024-08-23 15:01:00-04:00,478.54,478.54,478.23,478.3801,478.3801,43221
2024-08-23 15:00:00-04:00,478.75,478.81,478.53,478.53,478.53,37718
2024-08-23 14:59:00-04:00,478.68,478.81,478.61,478.77,478.77,28643
2024-08-23 14:58:00-04:00,478.8597,478.8599,478.39,478.65,478.65,64271
2024-08-23 14:57:00-04:00,479.075,479.075,478.7745,478.89,478.89,46518
2024-08-23 14:56:00-04:00,479.15,479.17,479.03,479.08,479.08,28201
2024-08-23 14:55:00-04:00,479.2,479.31,479.135,479.135,479.135,18487
2024-08-23 14:54:00-04:00,479.26,479.305,479.1525,479.23,479.23,15173
2024-08-23 14:53:00-04:00,479.39,479.39,479.19,479.26,479.26,19234
2024-08-23 14:52:00-04:00,479.22,479.4,479.2,479.39,479.39,14027
2024-08-23 14:51:00-04:00,479.32,479.34,479.15,479.22,479.22,20139
2024-08-23 14:50:00-04:00,479.33,479.4146,479.22,479.37,479.37,43375
2024-08-23 14:49:00-04:00,479.33,479.36,479.25,479.32,479.32,24749
2024-08-23 14:48:00-04:00,479.31,479.37,479.26,479.3546,479.3546,20486
2024-08-23 14:47:00-04:00,479.32,479.41,479.23,479.27,479.27,27863
2024-08-23 14:46:00-04:00,479.28,479.41,479.24,479.31,479.31,39154
2024-08-23 14:45:00-04:00,479.22,479.29,479.18,479.28,479.28,36431
2024-08-23 14:44:00-04:00,479.26,479.3195,479.1893,479.2197,479.2197,33752
2024-08-23 14:43:00-04:00,479.12,479.25,479.0869,479.215,479.215,40257
2024-08-23 14:42:00-04:00,479.21,479.32,479.09,479.12,479.12,38422
2024-08-23 14:41:00-04:00,479.17,479.38,479.1501,479.205,479.205,88404
2024-08-23 14:40:00-04:00,479.045,479.1999,478.95,479.16,479.16,132168
2024-08-23 14:39:00-04:00,479.1265,479.1265,479.0,479.0101,479.0101,38845
2024-08-23 14:38:00-04:00,478.93,479.14,478.93,479.12,479.12,44635
2024-08-23 14:37:00-04:00,478.7799,478.975,478.7799,478.93,478.93,20508
2024-08-23 14:36:00-04:00,478.83,478.99,478.78,478.78,478.78,14824
2024-08-23 14:35:00-04:00,478.74,478.89,478.63,478.85,478.85,28743
2024-08-23 14:34:00-04:00,478.86,478.88,478.74,478.8,478.8,29464
2024-08-23 14:33:00-04:00,478.88,478.9999,478.845,478.8999,478.8999,124733
2024-08-23 14:32:00-04:00,478.85,478.99,478.79,478.86,478.86,18244
2024-08-23 14:31:00-04:00,478.98,479.02,478.85,478.85,478.85,29059
2024-08-23 14:30:00-04:00,479.09,479.09,478.88,478.97,478.97,31083
2024-08-23 14:29:00-04:00,479.13,479.1499,479.05,479.08,479.08,23647
2024-08-23 14:28:00-04:00,479.035,479.1547,478.97,479.11,479.11,25701
2024-08-23 14:27:00-04:00,479.12,479.15,479.01,479.01,479.01,174385
2024-08-23 14:26:00-04:00,479.065,479.1399,479.005,479.1399,479.1399,22621
2024-08-23 14:25:00-04:00,479.19,479.3,479.03,479.09,479.09,51744
2024-08-23 14:24:00-04:00,478.89,479.18,478.85,479.17,479.17,39939
2024-08-23 14:23:00-04:00,478.65,478.95,478.65,478.93,478.93,231808
2024-08-23 14:22:00-04:00,478.97,478.97,478.5,478.64,478.64,55413
2024-08-23 14:21:00-04:00,479.04,479.08,478.88,478.9409,478.9409,528253
2024-08-23 14:20:00-04:00,479.11,479.175,478.96,479.045,479.045,17951
2024-08-23 14:19:00-04:00,479.0601,479.1799,478.98,479.115,479.115,21579
2024-08-23 14:18:00-04:00,478.99,479.15,478.99,479.04,479.04,22172
2024-08-23 14:17:00-04:00,479.09,479.1258,478.94,478.9802,478.9802,27476
2024-08-23 14:16:00-04:00,479.23,479.279,479.08,479.08,479.08,48694
2024-08-23 14:15:00-04:00,479.1,479.22,479.0,479.22,479.22,35126
2024-08-23 14:14:00-04:00,479.18,479.23,479.051,479.12,479.12,22268
2024-08-23 14:13:00-04:00,479.01,479.1801,478.98,479.1399,479.1399,36170
2024-08-23 14:12:00-04:00,478.81,479.06,478.7809,479.042,479.042,39895
2024-08-23 14:11:00-04:00,479.17,479.17,478.74,478.7506,478.7506,26010
2024-08-23 14:10:00-04:00,478.99,479.19,478.95,479.13,479.13,24872
2024-08-23 14:09:00-04:00,479.03,479.06,478.9,478.9971,478.9971,13282
2024-08-23 14:08:00-04:00,478.86,479.1,478.86,479.06,479.06,32260
2024-08-23 14:07:00-04:00,478.8,478.87,478.68,478.82,478.82,30470
2024-08-23 14:06:00-04:00,478.9,479.01,478.76,478.85,478.85,148181
2024-08-23 14:05:00-04:00,479.0299,479.08,478.8,478.8701,478.8701,42491
2024-08-23 14:04:00-04:00,478.79,479.03,478.79,479.022,479.022,34940
2024-08-23 14:03:00-04:00,478.78,478.83,478.7,478.79,478.79,31116
2024-08-23 14:02:00-04:00,478.69,478.86,478.69,478.75,478.75,43240
2024-08-23 14:01:00-04:00,478.5493,478.78,478.5493,478.67,478.67,30801
2024-08-23 14:00:00-04:00,478.63,478.66,478.4,478.535,478.535,31107
2024-08-23 13:59:00-04:00,478.7,478.79,478.61,478.61,478.61,17717
2024-08-23 13:58:00-04:00,478.62,478.7599,478.53,478.725,478.725,21259
2024-08-23 13:57:00-04:00,478.7,478.71,478.58,478.63,478.63,22548
2024-08-23 13:56:00-04:00,478.74,478.74,478.41,478.68,478.68,50836
2024-08-23 13:55:00-04:00,478.89,478.92,478.67,478.75,478.75,32007
2024-08-23 13:54:00-04:00,478.97,479.0089,478.87,478.92,478.92,25603
2024-08-23 13:53:00-04:00,478.76,479.03,478.76,478.99,478.99,50630
2024-08-23 13:52:00-04:00,478.71,478.81,478.51,478.75,478.75,52697
2024-08-23 13:51:00-04:00,478.95,478.97,478.6512,478.72,478.72,215524
2024-08-23 13:50:00-04:00,478.86,479.01,478.86,478.9,478.9,38358
2024-08-23 13:49:00-04:00,478.81,478.88,478.74,478.86,478.86,24745
2024-08-23 13:48:00-04:00,478.94,478.97,478.79,478.81,478.81,29009
2024-08-23 13:47:00-04:00,478.82,478.9699,478.7,478.9699,478.9699,31896
2024-08-23 13:46:00-04:00,479.12,479.16,478.77,478.8394,478.8394,56515
2024-08-23 13:45:00-04:00,479.44,479.49,479.06,479.09,479.09,53510
2024-08-23 13:44:00-04:00,479.08,479.47,479.0258,479.4289,479.4289,80300
2024-08-23 13:43:00-04:00,479.04,479.15,479.0175,479.05,479.05,53179
2024-08-23 13:42:00-04:00,478.96,479.1,478.88,479.03,479.03,36336
2024-08-23 13:41:00-04:00,478.788,479.04,478.788,478.94,478.94,78887
2024-08-23 13:40:00-04:00,478.9,478.92,478.71,478.77,478.77,26866
2024-08-23 13:39:00-04:00,478.77,478.95,478.73,478.86,478.86,63341
2024-08-23 13:38:00-04:00,478.7,478.83,478.64,478.76,478.76,34704
2024-08-23 13:37:00-04:00,478.54,478.72,478.5,478.6905,478.6905,28876
2024-08-23 13:36:00-04:00,478.65,478.6995,478.47,478.55,478.55,24575
2024-08-23 13:35:00-04:00,478.616,478.695,478.41,478.6799,478.6799,43247
2024-08-23 13:34:00-04:00,478.52,478.69,478.4937,478.64,478.64,31249
2024-08-23 13:33:00-04:00,478.71,478.72,478.5629,478.59,478.59,42726
2024-08-23 13:32:00-04:00,478.78,478.87,478.66,478.71,478.71,45855
2024-08-23 13:31:00-04:00,478.65,478.7901,478.59,478.78,478.78,50760
2024-08-23 13:30:00-04:00,478.54,478.71,478.46,478.63,478.63,72446
2024-08-23 13:29:00-04:00,478.39,478.67,478.36,478.47,478.47,117509
2024-08-23 13:28:00-04:00,478.17,478.39,478.17,478.38,478.38,32897
2024-08-23 13:27:00-04:00,478.17,478.1999,478.06,478.16,478.16,16579
2024-08-23 13:26:00-04:00,478.2455,478.28,478.0678,478.19,478.19,27015
2024-08-23 13:25:00-04:00,478.11,478.3,478.11,478.25,478.25,33639
2024-08-23 13:24:00-04:00,478.04,478.2,478.01,478.17,478.17,37916
2024-08-23 13:23:00-04:00,477.94,478.04,477.915,477.99,477.99,53895
2024-08-23 13:22:00-04:00,477.67,478.11,477.61,477.95,477.95,79308
2024-08-23 13:21:00-04:00,477.7799,477.7799,477.6,477.6997,477.6997,11659
2024-08-23 13:20:00-04:00,477.695,477.8147,477.575,477.78,477.78,16077
2024-08-23 13:19:00-04:00,477.5001,477.7,477.4985,477.68,477.68,18651
2024-08-23 13:18:00-04:00,477.77,477.96,477.49,477.51,477.51,29891
2024-08-23 13:17:00-04:00,477.875,477.875,477.72,477.77,477.77,29050
2024-08-23 13:16:00-04:00,477.73,477.92,477.59,477.9,477.9,30310
2024-08-23 13:15:00-04:00,477.49,477.77,477.46,477.725,477.725,35018
2024-08-23 13:14:00-04:00,477.5,477.55,477.2612,477.47,477.47,42273
2024-08-23 13:13:00-04:00,477.32,477.5,477.22,477.468,477.468,31809
2024-08-23 13:12:00-04:00,477.22,477.41,477.16,477.35,477.35,32040
2024-08-23 13:11:00-04:00,477.505,477.505,477.1,477.21,477.21,32140
2024-08-23 13:10:00-04:00,477.5,477.57,477.3792,477.47,477.47,16850
2024-08-23 13:09:00-04:00,477.485,477.51,477.291,477.44,477.44,20271
2024-08-23 13:08:00-04:00,477.46,477.5599,477.37,477.4994,477.4994,10042
2024-08-23 13:07:00-04:00,477.49,477.56,477.38,477.4899,477.4899,9913
2024-08-23 13:06:00-04:00,477.5983,477.68,477.37,477.49,477.49,24513
2024-08-23 13:05:00-04:00,477.37,477.68,477.35,477.5511,477.5511,21169
2024-08-23 13:04:00-04:00,477.408,477.48,477.25,477.41,477.41,16090
2024-08-23 13:03:00-04:00,477.5371,477.61,477.34,477.3776,477.3776,28276
2024-08-23 13:02:00-04:00,477.38,477.66,477.38,477.545,477.545,37209
2024-08-23 13:01:00-04:00,477.14,477.42,477.12,477.39,477.39,22543
2024-08-23 13:00:00-04:00,477.415,477.5,477.05,477.085,477.085,41890
2024-08-23 12:59:00-04:00,477.5554,477.56,477.32,477.41,477.41,24059
2024-08-23 12:58:00-04:00,477.62,477.75,477.47,477.555,477.555,47961
2024-08-23 12:57:00-04:00,477.83,477.88,477.62,477.6518,477.6518,57198
2024-08-23 12:56:00-04:00,477.62,477.83,477.5406,477.83,477.83,62378
2024-08-23 12:55:00-04:00,477.06,477.705,477.06,477.61,477.61,83848
2024-08-23 12:54:00-04:00,476.97,477.16,476.96,477.01,477.01,40512
2024-08-23 12:53:00-04:00,476.7544,477.0,476.71,476.98,476.98,26265
2024-08-23 12:52:00-04:00,476.96,477.03,476.64,476.74,476.74,63981
2024-08-23 12:51:00-04:00,476.4599,477.06,476.35,476.92,476.92,105568
2024-08-23 12:50:00-04:00,476.0399,476.52,476.0399,476.4401,476.4401,135677
2024-08-23 12:49:00-04:00,475.86,476.04,475.71,476.04,476.04,37263
2024-08-23 12:48:00-04:00,475.96,476.1,475.86,475.8814,475.8814,279236
2024-08-23 12:47:00-04:00,475.55,475.97,475.48,475.915,475.915,84448
2024-08-23 12:46:00-04:00,475.76,475.86,475.28,475.535,475.535,93584
2024-08-23 12:45:00-04:00,476.01,476.14,475.79,475.81,475.81,40974
2024-08-23 12:44:00-04:00,475.935,476.19,475.828,475.95,475.95,40685
2024-08-23 12:43:00-04:00,475.64,476.06,475.56,475.9602,475.9602,124463
2024-08-23 12:42:00-04:00,476.99,476.99,475.61,475.702,475.702,205533
2024-08-23 12:41:00-04:00,477.22,477.31,476.89,477.02,477.02,31997
2024-08-23 12:40:00-04:00,477.25,477.39,477.2,477.26,477.26,21911
2024-08-23 12:39:00-04:00,477.43,477.5853,477.1701,477.3,477.3,35357
2024-08-23 12:38:00-04:00,477.57,477.62,477.36,477.45,477.45,24387
2024-08-23 12:37:00-04:00,477.65,477.715,477.49,477.6,477.6,41334
2024-08-23 12:36:00-04:00,477.655,477.83,477.55,477.62,477.62,60454
2024-08-23 12:35:00-04:00,477.405,477.74,477.39,477.6299,477.6299,75478
2024-08-23 12:34:00-04:00,477.1212,477.52,477.08,477.405,477.405,29218
2024-08-23 12:33:00-04:00,477.23,477.31,477.05,477.1,477.1,31185
2024-08-23 12:32:00-04:00,477.27,477.27,477.09,477.18,477.18,16362
2024-08-23 12:31:00-04:00,477.19,477.44,477.16,477.3155,477.3155,94621
2024-08-23 12:30:00-04:00,476.95,477.23,476.83,477.16,477.16,45303
2024-08-23 12:29:00-04:00,476.65,477.01,476.6,476.94,476.94,116440
2024-08-23 12:28:00-04:00,476.63,476.72,476.22,476.61,476.61,58454
2024-08-23 12:27:00-04:00,476.75,476.885,476.5706,476.6501,476.6501,54535
2024-08-23 12:26:00-04:00,476.68,476.73,476.31,476.68,476.68,97852
2024-08-23 12:25:00-04:00,477.005,477.0209,476.69,476.691,476.691,34023
2024-08-23 12:24:00-04:00,477.29,477.3563,476.9499,476.9499,476.9499,37023
2024-08-23 12:23:00-04:00,477.155,477.27,477.12,477.17,477.17,29910
2024-08-23 12:22:00-04:00,477.15,477.38,477.03,477.11,477.11,43645
2024-08-23 12:21:00-04:00,477.36,477.39,477.09,477.23,477.23,48661
2024-08-23 12:20:00-04:00,477.53,477.55,477.32,477.39,477.39,29032
