maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,currency,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio
86400,2,19.26,19.65,19.19,19.76,19.26,19.65,19.19,19.76,15.53,35.05,18.5274,22.3272,USD,CXI,INDEX,^VIX,^VIX,CBOE Volatility Index,CBOE Volatility Index,631267200,America/Chicago,CDT,3242ad08-0a9e-3780-9a97-33cd6d95cbba,finmb_INDEXVIX,-18000000,
