longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio
"The Trust seeks to reflect such performance before payment of the Trust's expenses and liabilities. It is not actively managed. The Trust does not engage in any activities designed to obtain a profit from, or to ameliorate losses caused by, changes in the price of silver.",86400,2,28.01,28.41,27.59,27.67,28.01,28.41,27.59,27.67,1219575,1219575,19170007,25676230,25676230,27.7,27.7,38500,2900,14574601216,19.93,30.07,26.9642,24.95,28.52816,USD,Commodities Focused,0.28604218,0.48,iShares,1145577600,Exchange Traded Fund,0.1016484,0.110168,PCX,ETF,SLV,SLV,iShares Silver Trust,iShares Silver Trust,1146231000,America/New_York,EDT,af87aa35-b248-337f-8470-c3cafa3f6173,finmb_22769902,-14400000,
