,Time,Open,High,Low,Close,Adj Close,Volume
0,1999-03-08,51.125,51.734375,49.65625,50.0625,42.694576263427734,23664200
1,1999-03-15,50.4375,53.25,49.90625,51.21875,43.680667877197266,27248600
2,1999-03-22,51.4375,52.46875,48.5,51.75,44.13370895385742,40824200
3,1999-03-29,52.375,54.1875,52.0625,53.5625,45.679473876953125,27026800
4,1999-04-05,54.4296875,56.25,53.8125,55.8125,47.59831619262695,38042400
5,1999-04-12,54.5,55.90625,51.125,51.96875,44.32025146484375,77074600
6,1999-04-19,52.3125,55.71875,48.84375,55.3125,47.17192840576172,68509600
7,1999-04-26,55.6875,57.28125,51.8125,53.71875,45.812713623046875,64024000
8,1999-05-03,53.5625,54.375,51.03125,52.96875,45.173099517822266,70784600
9,1999-05-10,53.3125,56.0,52.6875,53.40625,45.54623794555664,53981800
10,1999-05-17,52.9375,54.9921875,52.4140625,52.875,45.093143463134766,44116000
11,1999-05-24,52.96875,53.0625,48.9375,52.03125,44.37355422973633,90417600
12,1999-05-31,51.9375,52.7421875,49.5703125,52.5625,44.82664489746094,43091800
13,1999-06-07,52.9296875,54.03125,51.3125,51.78125,44.160362243652344,53971000
14,1999-06-14,51.96875,55.21875,50.6875,55.0625,46.95870590209961,60015800
15,1999-06-21,55.4375,57.09375,54.1875,54.6875,46.6389045715332,54659400
16,1999-06-28,55.15625,59.9375,54.703125,58.75,50.10350036621094,46258800
17,1999-07-05,59.0625,59.90625,57.9375,59.84375,51.036277770996094,34746600
18,1999-07-12,60.0625,61.71875,58.78125,61.375,52.3421630859375,32409200
19,1999-07-19,61.625,61.625,56.6875,57.28125,48.85091018676758,59914200
20,1999-07-26,56.5,58.4375,55.78125,56.59375,48.26459884643555,58595800
21,1999-08-02,56.6875,57.8125,53.75,55.328125,47.18522644042969,66962400
22,1999-08-09,55.53125,57.71875,52.9375,57.65625,49.17071533203125,64909600
23,1999-08-16,57.625,58.84375,56.6953125,57.96875,49.43724060058594,46992800
24,1999-08-23,58.5,61.75,58.3671875,59.875,51.06291580200195,54283800
25,1999-08-30,60.125,62.6796875,58.125,62.65625,53.434852600097656,64262600
26,1999-09-06,62.53125,63.7421875,61.03125,63.125,53.834590911865234,46241000
27,1999-09-13,63.0625,63.4921875,60.1953125,63.3125,53.99452209472656,63236800
28,1999-09-20,63.5,63.75,58.625,60.078125,51.23616409301758,74231600
29,1999-09-27,60.9375,61.375,58.75,60.2109375,51.34942626953125,85999400
30,1999-10-04,60.53125,63.9375,60.1875,63.7578125,54.3742790222168,95595600
31,1999-10-11,63.9375,64.953125,59.5078125,59.875,51.06291580200195,111602800
32,1999-10-18,59.9375,63.25,57.4140625,61.96875,52.848541259765625,112902600
33,1999-10-25,61.6875,66.25,60.4453125,65.75,56.073280334472656,75726800
34,1999-11-01,65.75,69.21875,65.1953125,68.1875,58.152042388916016,76452400
35,1999-11-08,68.4375,72.25,68.21875,72.1875,61.56333541870117,89229600
36,1999-11-15,72.25,75.90625,71.6875,75.78125,64.62818145751953,87397200
37,1999-11-22,75.9375,78.78125,74.25,77.6875,66.25389099121094,69552400
38,1999-11-29,77.53125,80.1875,73.5,79.125,67.47979736328125,106067200
39,1999-12-06,79.4296875,80.5,77.25,79.90625,68.14605712890625,107852200
40,1999-12-13,79.6328125,84.875,77.9375,83.78125,71.45077514648438,126878600
41,1999-12-20,84.40625,90.75,83.6875,90.21875,76.94083404541016,81253000
42,1999-12-27,90.3125,93.75,87.90625,91.375,77.92691802978516,87492200
43,2000-01-03,96.1875,96.1875,79.75,90.0,76.75428771972656,177901400
44,2000-01-10,91.0,93.9375,86.0,93.375,79.63259887695312,138336000
45,2000-01-17,92.0625,96.875,91.4375,96.25,82.08447265625,80414600
46,2000-01-24,97.4375,97.625,84.75,86.0,73.34300231933594,150765200
47,2000-01-31,85.875,98.2421875,83.5,97.15625,82.85731506347656,145821200
48,2000-02-07,97.25,102.875,96.25,99.875,85.17591094970703,118236200
49,2000-02-14,99.9921875,103.25,95.875,98.4375,83.95001220703125,134049400
50,2000-02-21,99.0,107.5,96.25,104.0625,88.74710845947266,150882800
51,2000-02-28,103.25,111.125,100.5,111.0625,94.71695709228516,151419600
52,2000-03-06,111.75,116.4375,106.28125,114.5,97.6485366821289,166104000
53,2000-03-13,110.0,114.125,101.0,110.8125,94.50374603271484,214558200
54,2000-03-20,111.0,120.5,103.5625,117.5625,100.26026153564453,120262900
55,2000-03-27,118.0,119.5,103.5,109.5,93.38439178466797,130957000
56,2000-04-03,107.765625,109.125,88.3125,106.625,90.93251037597656,186541200
57,2000-04-10,107.625,107.6875,78.0,80.375,68.54582977294922,203491500
58,2000-04-17,78.015625,93.625,78.0,87.25,74.4090347290039,140997500
59,2000-04-24,83.4375,94.75,79.875,94.75,80.8051986694336,147381200
60,2000-05-01,95.75,96.875,85.515625,91.4375,77.980224609375,108425200
61,2000-05-08,90.5,90.75,79.5,84.625,72.17034912109375,111118000
62,2000-05-15,84.8125,91.5,81.3125,81.6875,69.6651611328125,109290100
63,2000-05-22,81.625,82.625,72.25,77.75,66.30717468261719,173090200
64,2000-05-29,80.0,93.9375,80.0,93.625,79.84579467773438,121936500
65,2000-06-05,92.25,95.3125,89.5625,93.75,79.95238494873047,105837600
66,2000-06-12,94.3125,95.3125,89.359375,94.25,80.37879943847656,101958300
67,2000-06-19,94.015625,99.71875,91.375,91.5,78.03352355957031,108326200
68,2000-06-26,93.0625,95.5,90.625,93.4375,79.68592071533203,92723900
69,2000-07-03,93.5,97.0,90.0625,95.9375,81.81796264648438,61898900
70,2000-07-10,94.6875,101.125,92.8125,100.625,85.81556701660156,82072700
71,2000-07-17,100.9375,102.0625,95.65625,97.0,82.72409057617188,89585600
72,2000-07-24,97.9375,99.0,86.0,86.875,74.08920288085938,120591000
73,2000-07-31,87.625,92.765625,83.3125,90.125,76.86089324951172,125098000
74,2000-08-07,90.875,94.4375,87.875,91.0625,77.6604232788086,84972200
75,2000-08-14,91.375,96.625,90.203125,95.25,81.23162078857422,71074000
76,2000-08-21,96.0,99.953125,93.828125,98.03125,83.60354614257812,75167100
77,2000-08-28,98.25,103.515625,97.765625,102.625,87.52120971679688,63682900
78,2000-09-04,101.625,101.75,94.765625,95.125,81.1250228881836,77458100
79,2000-09-11,94.5,96.125,90.0,91.3125,77.87358856201172,139221100
80,2000-09-18,91.8125,95.234375,87.0,92.9375,79.25940704345703,148651900
81,2000-09-25,93.625,94.25,88.0,88.75,75.68824768066406,131303700
82,2000-10-02,90.25,90.25,81.25,83.0,70.78449249267578,158150400
83,2000-10-09,82.5625,83.8125,74.40625,81.25,69.29206848144531,208214200
84,2000-10-16,81.125,87.875,74.5625,86.3125,73.60948181152344,229071800
85,2000-10-23,86.1875,87.5,73.625,79.71875,67.98616790771484,230128500
86,2000-10-30,78.1875,83.9375,75.703125,83.0625,70.83782196044922,180978300
87,2000-11-06,83.625,84.125,71.75,71.75,61.19024658203125,202349800
88,2000-11-13,70.953125,78.0625,68.265625,72.828125,62.109703063964844,241426300
89,2000-11-20,70.9375,72.0625,66.5,70.4375,60.07090377807617,165602500
90,2000-11-27,72.5625,72.9375,60.5,64.0,54.58083724975586,282323700
91,2000-12-04,64.125,73.5,61.75,68.0,57.99213409423828,296328200
92,2000-12-11,72.0625,74.78125,62.5625,63.875,54.47422409057617,235134700
93,2000-12-18,65.15625,65.96875,54.25,60.5,51.5959358215332,347986900
94,2000-12-25,60.59375,62.484375,58.0,58.375,49.78368377685547,151226200
95,2001-01-01,58.5625,65.25,52.15625,56.625,48.291255950927734,307937200
96,2001-01-08,56.3125,64.625,53.515625,62.734375,53.501487731933594,309399300
97,2001-01-15,62.5625,68.3125,60.5625,66.3125,56.55299758911133,204819300
98,2001-01-22,65.875,69.125,63.0,65.546875,55.90005111694336,242375300
99,2001-01-29,64.75,67.98999786376953,60.0,61.54999923706055,52.49141311645508,225889200
100,2001-02-05,61.189998626708984,63.119998931884766,56.0,56.400001525878906,48.09934997558594,244060900
101,2001-02-12,56.25,60.4900016784668,54.119998931884766,55.130001068115234,47.01627731323242,307083600
102,2001-02-19,55.7400016784668,55.84000015258789,48.22999954223633,51.18000030517578,43.647605895996094,324840800
103,2001-02-26,52.08000183105469,52.599998474121094,45.650001525878906,46.70000076293945,39.826961517333984,444972400
104,2001-03-05,47.5,50.65999984741211,44.95000076293945,45.099998474121094,38.462425231933594,288888600
105,2001-03-12,44.0,45.310001373291016,40.560001373291016,41.20000076293945,35.136409759521484,409808400
106,2001-03-19,41.439998626708984,43.83000183105469,39.4900016784668,42.79999923706055,36.50093078613281,479730700
107,2001-03-26,43.470001220703125,43.720001220703125,38.0,39.150001525878906,33.38813781738281,348791000
108,2001-04-02,39.16999816894531,39.849998474121094,33.599998474121094,35.95000076293945,30.65908432006836,408362600
109,2001-04-09,36.790000915527344,42.79999923706055,35.849998474121094,42.79999923706055,36.50093078613281,318264800
110,2001-04-16,41.939998626708984,49.439998626708984,39.900001525878906,48.400001525878906,41.27674865722656,479881200
111,2001-04-23,46.9900016784668,47.720001220703125,43.099998474121094,45.150001525878906,38.50505447387695,363314500
112,2001-04-30,46.25,49.400001525878906,45.11000061035156,48.20000076293945,41.1062126159668,345722200
113,2001-05-07,48.0,48.599998474121094,45.09000015258789,45.54999923706055,38.84620666503906,273407600
114,2001-05-14,45.29999923706055,48.790000915527344,43.349998474121094,48.040000915527344,40.96974182128906,307131900
115,2001-05-21,48.16999816894531,51.95000076293945,47.650001525878906,48.9900016784668,41.77993392944336,326262400
116,2001-05-28,48.5,48.5,44.08000183105469,46.04999923706055,39.27262878417969,277899600
117,2001-06-04,46.33000183105469,49.4900016784668,45.290000915527344,47.349998474121094,40.381282806396484,292803500
118,2001-06-11,46.900001525878906,47.0,41.279998779296875,42.599998474121094,36.330352783203125,371435000
119,2001-06-18,42.63999938964844,44.22999954223633,41.2599983215332,43.25,36.88470458984375,339597600
120,2001-06-25,43.61000061035156,46.52000045776367,42.47999954223633,45.70000076293945,38.97413635253906,297339900
121,2001-07-02,45.650001525878906,46.47999954223633,41.4900016784668,41.650001525878906,35.52018356323242,173487300
122,2001-07-09,41.88999938964844,44.43000030517578,39.869998931884766,43.150001525878906,36.79941940307617,314845200
123,2001-07-16,43.369998931884766,43.86000061035156,41.13999938964844,41.650001525878906,35.52018356323242,303604000
124,2001-07-23,42.2400016784668,42.400001525878906,39.310001373291016,41.95000076293945,35.776031494140625,311264100
125,2001-07-30,42.130001068115234,44.0,41.400001525878906,43.18000030517578,36.82499694824219,253757700
126,2001-08-06,42.529998779296875,42.849998474121094,39.22999954223633,40.279998779296875,34.351802825927734,280911700
127,2001-08-13,40.59000015258789,41.70000076293945,37.709999084472656,37.7599983215332,32.20268249511719,283505200
128,2001-08-20,37.849998474121094,39.38999938964844,36.540000915527344,39.29999923706055,33.51603317260742,284750700
129,2001-08-27,39.279998779296875,39.900001525878906,35.75,36.630001068115234,31.239009857177734,305678300
130,2001-09-03,36.5099983215332,37.5,33.349998474121094,33.70000076293945,28.74021339416504,353765400
131,2001-09-10,33.4900016784668,34.31999969482422,33.34000015258789,34.099998474121094,29.08134651184082,80371300
132,2001-09-17,31.25,32.79999923706055,27.200000762939453,28.190000534057617,24.041149139404297,483801100
133,2001-09-24,29.079999923706055,30.43000030517578,27.420000076293945,28.979999542236328,24.714887619018555,384178400
134,2001-10-01,28.850000381469727,33.20000076293945,27.850000381469727,31.760000228881836,27.08573341369629,487607700
135,2001-10-08,31.1299991607666,35.25,30.75,34.54999923706055,29.465120315551758,428328800
136,2001-10-15,34.119998931884766,36.0,32.0,33.54999923706055,28.612293243408203,469081500
137,2001-10-22,33.439998626708984,37.060001373291016,33.220001220703125,36.0099983215332,30.710254669189453,480714300
138,2001-10-29,36.0,36.150001525878906,32.84000015258789,35.599998474121094,30.360586166381836,452048200
139,2001-11-05,36.2599983215332,39.400001525878906,36.15999984741211,37.72999954223633,32.177101135253906,444288200
140,2001-11-12,37.0,40.2400016784668,36.29999923706055,39.369998931884766,33.57574462890625,449971500
141,2001-11-19,39.790000915527344,40.4900016784668,37.97999954223633,39.279998779296875,33.49897766113281,242286700
142,2001-11-26,39.58000183105469,40.970001220703125,38.689998626708984,39.650001525878906,33.814537048339844,426918300
143,2001-12-03,39.290000915527344,43.2400016784668,38.439998626708984,41.72999954223633,35.58840560913086,414936900
144,2001-12-10,41.31999969482422,42.2599983215332,39.56999969482422,40.11000061035156,34.20684051513672,360826800
145,2001-12-17,40.02000045776367,41.5,38.68000030517578,39.47999954223633,33.6695442199707,331995900
146,2001-12-24,39.540000915527344,40.79999923706055,39.150001525878906,40.33000183105469,34.394466400146484,123828900
147,2001-12-31,40.310001373291016,42.290000915527344,38.90999984741211,41.66999816894531,35.5372428894043,280531700
148,2002-01-07,42.11000061035156,42.599998474121094,40.11000061035156,40.849998474121094,34.83791732788086,363626900
149,2002-01-14,40.4900016784668,40.75,38.220001220703125,38.59000015258789,32.9105339050293,386440300
150,2002-01-21,39.0,39.5099983215332,37.33000183105469,38.83000183105469,33.11520767211914,292825900
151,2002-01-28,39.150001525878906,39.400001525878906,36.849998474121094,38.13999938964844,32.52676010131836,363383800
152,2002-02-04,37.959999084472656,38.06999969482422,34.970001220703125,36.16999816894531,30.84669303894043,446333700
153,2002-02-11,36.13999938964844,37.56999969482422,35.63999938964844,35.779998779296875,30.51408576965332,327305800
154,2002-02-18,35.369998931884766,35.459999084472656,33.09000015258789,33.650001525878906,28.69757843017578,388121900
155,2002-02-25,34.0,35.75,33.75,35.7400016784668,30.47998046875,460630100
156,2002-03-04,35.70000076293945,39.029998779296875,35.400001525878906,38.66999816894531,32.978763580322266,454070300
157,2002-03-11,38.349998474121094,39.189998626708984,36.59000015258789,37.22999954223633,31.750690460205078,359730500
158,2002-03-18,37.630001068115234,37.939998626708984,35.900001525878906,36.68000030517578,31.281654357910156,347831300
159,2002-03-25,36.689998626708984,36.900001525878906,35.400001525878906,36.060001373291016,30.752864837646484,303950600
160,2002-04-01,35.79999923706055,36.900001525878906,34.18000030517578,34.369998931884766,29.311616897583008,393204200
161,2002-04-08,33.470001220703125,34.97999954223633,32.880001068115234,33.52000045776367,28.586698532104492,410635300
162,2002-04-15,33.79999923706055,35.5,33.20000076293945,34.459999084472656,29.388357162475586,363874500
163,2002-04-22,34.0099983215332,34.0099983215332,31.010000228881836,31.040000915527344,26.471702575683594,409916900
164,2002-04-29,31.239999771118164,32.189998626708984,29.479999542236328,29.739999771118164,25.363027572631836,468615800
165,2002-05-06,29.6299991607666,31.889999389648438,28.420000076293945,29.559999465942383,25.20952606201172,546947100
166,2002-05-13,29.8700008392334,33.630001068115234,29.670000076293945,32.93000030517578,28.083539962768555,524389300
167,2002-05-20,32.599998474121094,32.70000076293945,30.40999984741211,31.239999771118164,26.642276763916016,422187700
168,2002-05-27,31.469999313354492,31.520000457763672,29.899999618530273,30.040000915527344,25.618879318237305,314287500
169,2002-06-03,30.0,30.25,27.520000457763672,28.299999237060547,24.134958267211914,467935900
170,2002-06-10,28.360000610351562,28.75,26.200000762939453,27.6200008392334,23.555042266845703,530389900
171,2002-06-17,28.0,29.149999618530273,25.649999618530273,25.81999969482422,22.019960403442383,550307400
172,2002-06-24,25.450000762939453,26.799999237060547,24.389999389648438,26.100000381469727,22.258739471435547,714301900
173,2002-07-01,25.969999313354492,26.389999389648438,23.09000015258789,26.34000015258789,22.463428497314453,334218800
174,2002-07-08,26.200000762939453,26.549999237060547,23.530000686645508,24.799999237060547,21.15007209777832,603992300
175,2002-07-15,24.68000030517578,26.440000534057617,23.75,23.989999771118164,20.459285736083984,684612300
176,2002-07-22,23.850000381469727,24.5,21.639999389648438,22.670000076293945,19.33355712890625,737264900
177,2002-07-29,23.270000457763672,24.690000534057617,21.81999969482422,22.25,18.975372314453125,479816500
178,2002-08-05,22.110000610351562,23.709999084472656,21.299999237060547,23.329999923706055,19.896419525146484,531214300
179,2002-08-12,23.049999237060547,25.0,22.469999313354492,24.700000762939453,21.064786911010742,470079600
180,2002-08-19,24.770000457763672,26.209999084472656,24.68000030517578,25.149999618530273,21.448556900024414,422919400
181,2002-08-26,25.299999237060547,25.510000228881836,23.020000457763672,23.489999771118164,20.032873153686523,447741200
182,2002-09-02,23.059999465942383,23.43000030517578,21.93000030517578,22.850000381469727,19.48706817626953,342131100
183,2002-09-09,22.670000076293945,24.350000381469727,22.389999389648438,22.989999771118164,19.606462478637695,371677700
184,2002-09-16,22.860000610351562,23.209999084472656,21.479999542236328,21.670000076293945,18.48072052001953,404716200
185,2002-09-23,21.450000762939453,22.329999923706055,20.649999618530273,21.309999465942383,18.173717498779297,459019900
186,2002-09-30,21.06999969482422,21.989999771118164,20.110000610351562,20.350000381469727,17.354995727539062,444620100
187,2002-10-07,20.260000228881836,22.3799991607666,19.760000228881836,22.219999313354492,18.949783325195312,511653800
188,2002-10-14,21.8700008392334,23.850000381469727,21.780000686645508,23.809999465942383,20.305768966674805,475204600
189,2002-10-21,23.520000457763672,24.860000610351562,23.299999237060547,24.700000762939453,21.064786911010742,423584100
190,2002-10-28,25.0,25.399999618530273,23.3700008392334,25.25,21.533845901489258,452248400
191,2002-11-04,26.049999237060547,26.81999969482422,24.959999084472656,25.06999969482422,21.380329132080078,466066600
192,2002-11-11,24.950000762939453,26.450000762939453,24.149999618530273,26.440000534057617,22.5487117767334,437486300
193,2002-11-18,26.709999084472656,27.940000534057617,25.299999237060547,27.719999313354492,23.64032554626465,418763400
194,2002-11-25,27.760000228881836,28.290000915527344,26.899999618530273,27.719999313354492,23.64032554626465,260980000
195,2002-12-02,28.420000076293945,28.790000915527344,25.739999771118164,26.469999313354492,22.574283599853516,458508500
196,2002-12-09,26.219999313354492,26.690000534057617,25.010000228881836,25.040000915527344,21.354751586914062,344615300
197,2002-12-16,25.219999313354492,26.200000762939453,24.809999465942383,25.31999969482422,21.593549728393555,351520200
198,2002-12-23,25.18000030517578,25.90999984741211,24.75,24.81999969482422,21.16712760925293,139000000
199,2002-12-30,24.84000015258789,25.709999084472656,24.280000686645508,25.68000030517578,21.900554656982422,208374500
200,2003-01-06,25.709999084472656,27.260000228881836,25.200000762939453,27.100000381469727,23.111570358276367,388924800
201,2003-01-13,27.329999923706055,27.469999313354492,25.270000457763672,25.309999465942383,21.58500862121582,321024800
202,2003-01-20,25.40999984741211,25.84000015258789,24.639999389648438,24.81999969482422,21.16712760925293,300740600
203,2003-01-27,24.450000762939453,25.450000762939453,24.010000228881836,24.440000534057617,20.843053817749023,398335100
204,2003-02-03,24.520000457763672,24.860000610351562,23.649999618530273,23.809999465942383,20.305768966674805,377366600
205,2003-02-10,23.889999389648438,24.610000610351562,23.31999969482422,24.489999771118164,20.885698318481445,342046700
