longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio
"The Trust seeks to achieve its investment objective by holding a portfolio of the common stocks that are included in the index (the “Portfolio”), with the weight of each stock in the Portfolio substantially corresponding to the weight of such stock in the index.",86400,2,534.67,534.98,534.21,535.42,534.67,534.98,534.21,535.42,26.931707,8944260,8944260,64771739,49455130,49455130,534.92,534.95,900,1200,0.0128,533350318080,409.21,535.42,517.1972,477.58575,5.662,0.01058971,534.6207,USD,Large Blend,0.128406,1.0,SPDR State Street Global Advisors,727660800,Exchange Traded Fund,0.097743995,0.1542814,PCX,ETF,SPY,SPY,SPDR S&P 500,SPDR S&P 500 ETF Trust,728317800,America/New_York,EDT,e97de790-7e95-3762-8917-c59fcab3735e,finmb_6160262,-14400000,
